Objective Value, Error
138312.7880736067, 0.2787912986770098
129354.65981229885, 0.19596760151535103
129842.66567379015, 0.20047953174299088
142402.87534632313, 0.31660680430036453
127863.72521941041, 0.18218294565787782
147470.05899953528, 0.3634561987401444
123906.72246049967, 0.14559789255170327
131291.87543496757, 0.21387841450981956
146759.7690631168, 0.3568891082861048
127299.17510816605, 0.17696331427034317
126452.36589792899, 0.16913401471841447
