Objective Valu, Error
13632.20274566268, 0.45767779572954237
14629.917509677409, 0.5643624368773962
13666.495247430326, 0.4613446586217201
15086.446261980338, 0.6131785994418668
14124.313923027266, 0.5102987513929925
14085.407861466, 0.5061385651695893
14768.221652137276, 0.5791511604081775
14909.954221184546, 0.5943064821625904
13680.084584432663, 0.4627977528264182
14024.761695241014, 0.49965373131319646
14997.860709546667, 0.6037062349814657
