mean, median, std_dev
337.22315789473686, 344.0, 54.15785916490742
320.6950877192983, 325.0, 58.278743472914535
298.2532395409108, 304.0, 58.308803945940085
281.0357894736842, 285.0, 57.311994242268824
274.0023474178404, 280.0, 55.4206703199716
263.39894736842103, 266.0, 59.00778835553206
230.78310502283105, 236.0, 65.7975203724463
199.41894736842104, 202.0, 70.81094616750704
122.66790077748982, 110.0, 69.59020873509917
68.23676323676324, 64.0, 35.43631594788406
69.17826961770623, 66.0, 29.33245245844788
56.04210526315789, 57.0, 23.751601588608867
54.79038461538462, 56.0, 35.063751058801586
51.22659430122117, 49.0, 35.15096006915595
21.982857142857142, 8.0, 34.820175244843796
7.462989840348331, 5.0, 7.695993174681511
10.191919191919192, 5.0, 19.580332725723423
5.765227021040975, 4.0, 6.304933831409365
18.307610993657505, 5.0, 49.70404466678422
3.86890756302521, 4.0, 1.8387860399456764
3.64349376114082, 3.0, 1.7935807264111616
14.819345661450924, 4.0, 40.25664566853807
7.586693548387097, 3.0, 12.293313171997086
4.428030303030303, 3.0, 4.382572483694856
4.024630541871921, 3.0, 2.7541968399079284
30.743951612903224, 4.0, 82.56371539916181
3.4275862068965517, 3.0, 1.4936409003238011
5.777011494252873, 4.0, 8.834541680303358
4.731034482758621, 4.0, 3.268635707694502
12.003787878787879, 4.0, 21.568776202281285
3.5698924731182795, 3.0, 1.6237342429300974
3.9015151515151514, 4.0, 1.7703785269140357
4.302564102564102, 4.0, 1.9730865030340063
4.017460317460317, 4.0, 1.7470192012954917
3.8176638176638176, 4.0, 1.7462458587587686
3.822751322751323, 4.0, 1.7751401603685486
5.586206896551724, 4.0, 6.714898287493341
10.638146167557933, 5.0, 18.8380632461603
3.8835978835978837, 4.0, 1.7479226573507698
9.020689655172413, 4.0, 14.637286177799918
8.441798941798941, 4.0, 16.62003154677091
51.11088709677419, 5.0, 87.7543641641726
4.0, 4.0, 1.7681732894739688
5.8669950738916254, 4.0, 5.886617061483375
5.951724137931034, 4.0, 7.607616601845924
4.134920634920635, 4.0, 1.9491682174027283
4.266666666666667, 4.0, 2.0189143928533717
4.772486772486772, 4.0, 3.699861953106799
3.883076923076923, 4.0, 1.791910817730119
10.584656084656086, 4.0, 23.198578626255266
14.53103448275862, 4.0, 38.40912041577825
7.54985754985755, 4.0, 13.088443119200667
26.739784946236558, 4.0, 67.56421897702404
10.584656084656086, 4.0, 23.198578626255266
14.53103448275862, 4.0, 38.40912041577825
7.54985754985755, 4.0, 13.088443119200667
26.739784946236558, 4.0, 67.56421897702404
17.83743842364532, 4.0, 37.60395348332749
6.882591093117409, 6.0, 3.5916354739873504
19.85825027685493, 7.0, 56.25688446646447
13.591478696741854, 8.0, 23.333525475089782
8.424077434966728, 8.0, 5.234935562513745
8.040638606676342, 8.0, 3.1757567967713722
22.53900709219858, 8.0, 58.65604969983932
11.066763425253992, 9.0, 15.67281251336245
12.457142857142857, 9.0, 20.229862751357842
7.260042283298097, 7.0, 3.367866684184582
8.98781838316722, 8.0, 7.422308267958233
11.412262156448202, 8.0, 16.930064385095935
7.935283687943262, 8.0, 3.9323034446128466
13.372822299651569, 7.0, 27.354542436649904
12.850640113798008, 8.0, 23.454666094621107
21.377551020408163, 9.0, 37.52686528997985
10.905098039215686, 9.0, 10.324443368663575
12.595980962453728, 8.0, 17.5440418751626
9.002795248078266, 7.0, 7.042150663480668
7.426938775510204, 7.0, 3.560063175363338
21.99645390070922, 8.0, 42.70274944450551
6.890688259109312, 7.0, 3.6240584889261513
11.738648947951274, 7.0, 23.295309656565124
6.712820512820513, 7.0, 3.4462301578852337
6.907563025210084, 7.0, 3.650236775188068
12.377777777777778, 7.0, 23.135010536458502
14.875, 7.0, 24.733111394291342
6.934046345811051, 7.0, 3.9503513494306204
6.950757575757576, 7.0, 3.8010962575831075
10.772727272727273, 7.0, 15.24662948798198
22.186186186186188, 8.0, 45.36318096823597
7.381512605042017, 7.0, 4.136006403830898
8.556818181818182, 7.0, 6.8829905980614825
14.806722689075631, 8.0, 22.19662981115644
14.538461538461538, 9.0, 15.598728011663452
25.72072072072072, 9.0, 59.35625701076011
7.394025604551921, 7.0, 3.9875080378750623
11.173109243697478, 8.0, 15.18907002801017
22.35268817204301, 9.0, 56.53017386573174
8.59080459770115, 10.0, 5.924653967952801
13.28042328042328, 10.0, 20.962064193933028
