mean, median, std_dev
351.20242424242423, 351.0, 39.844706556676954
349.7430303030303, 350.0, 43.07569361851593
348.14141414141415, 350.0, 45.84325735007113
345.7349494949495, 349.0, 48.051412394208114
346.77777777777777, 349.0, 47.339004260278415
345.2080808080808, 348.0, 50.1740157242019
346.29131313131313, 349.0, 50.01051995687002
345.1519191919192, 349.0, 52.489929302056446
344.7517171717172, 348.0, 50.53743858835273
343.969696969697, 347.0, 52.0173309396973
343.2133333333333, 347.0, 52.553066436880655
342.6430303030303, 346.0, 53.675373347081404
340.4571717171717, 344.0, 53.91211033233317
338.82929292929293, 343.0, 54.89337829199558
341.5739393939394, 345.0, 55.26000332346586
339.490101010101, 343.0, 56.20087532110585
339.5870707070707, 343.0, 56.709944209347654
339.59474747474746, 343.0, 55.82892169533192
340.4008080808081, 344.0, 56.71902892126458
340.27252525252527, 343.0, 55.52977791273112
340.660202020202, 343.0, 55.955325722641135
340.3242424242424, 343.0, 57.40055712063614
337.92, 341.0, 60.59106231386963
336.74464646464645, 341.0, 61.04037947035645
335.75151515151515, 341.0, 63.276022496336175
334.5957575757576, 339.0, 62.09000653321568
333.00363636363636, 339.0, 61.818767269954996
332.6658585858586, 338.0, 60.029294751006645
332.3553535353535, 337.0, 62.143818098868984
331.9387878787879, 338.0, 64.53742231712421
330.0276767676768, 339.0, 65.39552885016292
330.58949494949496, 340.0, 67.74474351182015
330.52868686868686, 339.0, 67.65449274944552
332.26545454545453, 341.0, 66.16386024538748
329.7630303030303, 339.0, 67.61855138811659
329.90828282828284, 338.0, 65.22493537000261
328.6309090909091, 337.5, 64.9673557046488
327.13070707070705, 336.0, 66.11376548320885
324.1682828282828, 333.0, 69.24855367399532
321.8937373737374, 330.0, 71.92420267529201
319.7828282828283, 328.0, 74.3443986062301
319.1468686868687, 329.0, 78.99184490124249
317.8309090909091, 329.0, 75.38994583840068
315.21737373737375, 324.0, 76.54361152852678
312.22424242424245, 322.0, 78.94376350379586
298.3329292929293, 308.0, 85.48078091337642
292.6610101010101, 305.0, 85.81576363273
295.0242424242424, 309.0, 90.00872582942267
294.520202020202, 306.0, 90.65725383380229
297.34525252525253, 311.0, 89.25904301688297
299.7907070707071, 316.0, 86.01758708182204
298.56545454545454, 312.0, 87.93573904022736
302.02868686868686, 314.0, 84.88993221345497
302.56929292929294, 316.0, 85.21346189058885
298.7589898989899, 314.0, 87.83616460844081
297.7111111111111, 314.5, 87.03908664396667
297.4745454545455, 314.0, 87.53140653413433
298.74464646464645, 315.0, 89.02001049943466
298.8359595959596, 313.0, 87.85522158319739
295.8971717171717, 308.0, 87.20274606509675
295.0634343434343, 308.0, 88.18592168914992
296.23595959595957, 310.0, 88.17489094847889
293.18929292929295, 308.0, 89.21372095463096
291.74, 306.0, 89.7660172590132
294.2680808080808, 307.0, 90.21892929639216
295.0573737373737, 312.0, 92.25280779812665
292.32747474747475, 309.0, 95.19222038011209
289.08181818181816, 302.0, 93.43223965417518
289.3058585858586, 303.0, 94.90600020424357
288.72424242424245, 302.0, 92.45462833841125
288.34868686868685, 303.0, 90.73443786924236
283.92161616161616, 301.0, 92.5724412893865
284.3242424242424, 305.0, 97.1696824636298
285.3545454545455, 308.0, 98.02291710267879
286.20545454545453, 309.0, 99.81632632265607
283.7371717171717, 304.0, 98.78851716325104
283.8686868686869, 306.0, 98.6197663372668
284.88707070707073, 305.0, 98.20319469851785
284.8333333333333, 304.5, 99.71532155860179
285.84424242424245, 308.0, 100.53388283640224
285.02484848484846, 308.0, 103.58226120865606
284.0907070707071, 307.0, 103.00613914481143
283.3014141414141, 308.0, 102.62548986347095
281.119595959596, 308.0, 105.16062480766155
279.5379797979798, 309.0, 104.72844187389082
274.55676767676766, 304.0, 105.91250205033487
273.6769696969697, 301.0, 106.1791686417045
272.20525252525255, 302.0, 105.84322260017774
270.5842424242424, 302.0, 108.35312860721434
266.7812121212121, 300.0, 109.87386896509581
263.19656565656567, 294.0, 110.79585717888222
263.7721212121212, 290.0, 107.54679597172242
257.83919191919193, 278.5, 108.60569771013205
261.27555555555557, 282.5, 107.47896965276813
263.6333333333333, 293.0, 105.91080056711722
261.6773737373737, 294.0, 107.1005604733645
261.9480808080808, 296.0, 108.81551588039595
259.9787878787879, 300.5, 112.79081986134956
259.5709090909091, 295.5, 109.69868797582767
260.31979797979795, 293.0, 108.73960812747471
260.29818181818183, 292.0, 105.87032270196141
256.0048484848485, 278.0, 108.15557433308963
254.33818181818182, 275.0, 108.48356192905645
251.44464646464647, 269.0, 109.90019377849968
245.27050505050505, 250.0, 109.8096983755109
241.63717171717173, 244.0, 109.9675253812027
238.6379797979798, 239.5, 110.5499468998296
237.21656565656565, 241.0, 114.3724147726739
236.54222222222222, 242.0, 113.89549407601383
235.23111111111112, 239.0, 116.4333646590879
238.9177777777778, 247.0, 113.6160835957101
232.00242424242424, 234.0, 111.69782828062458
230.87939393939394, 237.0, 108.51182777609756
221.23737373737373, 221.0, 108.24495983867554
210.04626262626263, 207.0, 106.90557752631084
201.76888888888888, 197.0, 104.4784213464592
203.99777777777777, 198.0, 104.10408833078046
207.26363636363635, 199.0, 103.57929179033307
210.74, 202.0, 104.00192731314398
213.43151515151516, 217.0, 104.87150028702645
212.21454545454546, 212.5, 103.8683161583024
213.03878787878787, 216.0, 105.2515165108023
211.9109090909091, 215.0, 105.16672641875947
211.87737373737374, 217.0, 103.86831267013598
215.0408080808081, 220.0, 106.33649065015945
218.03616161616162, 224.5, 107.008079112597
218.4149494949495, 226.0, 107.5203487376888
207.9280808080808, 208.0, 106.18414193911916
202.79272727272726, 199.0, 105.84648435417088
205.58383838383838, 202.0, 105.47206696808087
198.6109090909091, 197.0, 105.68451680881617
200.66545454545454, 198.0, 105.49244598617915
204.56727272727272, 212.0, 106.16230674476729
201.31676767676768, 202.0, 105.61983792493464
