Objective Value, Error
88331.70044206832, 8.445220321008161
85948.72431911707, 8.19041106919558
84931.76607300602, 8.08166874176711
89387.5381561916, 8.558119991038451
88841.24510535451, 8.49970542187281
84860.2846109721, 8.074025300574434
89697.4548413171, 8.591259071997124
83511.85145196694, 7.929838692468663
87576.74158379567, 8.36449332589774
85108.04726213671, 8.10051831288887
87512.65476631536, 8.35764058664621
