Objective Value, Error
344104.5270122702, 2.181469198238428
338830.99842064036, 2.1327120112116456
317574.50983279047, 1.9361820082729173
306135.84549738606, 1.8304241486828285
310518.4025709338, 1.8709437270216422
329735.10128302535, 2.048614551567834
332275.7208821112, 2.0721042250955652
338652.7928805523, 2.1310643855855944
343797.9021428179, 2.178634252746585
311578.17606717313, 1.8807420193157587
319388.0527963021, 1.952949387441656
