Objective Value, Error
86292.60310838881, 8.227181683959454
90870.97594455798, 8.716742509041701
85990.61921116115, 8.194890848071124
83292.5808495094, 7.906392306406052
85818.23416440206, 8.176457887553685
80234.20137250372, 7.579362849925548
87983.01088653223, 8.407935295822522
80429.71027283714, 7.600268420962055
85167.640018924, 8.1068905067284
79168.52270580597, 7.465410896685839
89786.96267735765, 8.600830055320536
